Year,estimates start after,country,subject descriptor,units,Value,scale,country/series-specific notes
2017,2022,Cambodia,General government total expenditure,National currency,19240.59,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2017,2022,Cambodia,General government total expenditure,Percent of GDP,16.18,Units,See notes for:  General government total expenditure (National currency).
2017,2022,Cambodia,General government net lending/borrowing,National currency,-907.61,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2017,2022,Cambodia,General government net lending/borrowing,Percent of GDP,-0.76,Units,See notes for:  General government net lending/borrowing (National currency).
2017,2022,Cambodia,General government primary net lending/borrowing,National currency,-619.29,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2017,2022,Cambodia,General government primary net lending/borrowing,Percent of GDP,-0.52,Units,See notes for:  General government primary net lending/borrowing (National currency).
2017,2022,Cambodia,General government gross debt,National currency,26921.75,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2017,2022,Cambodia,General government gross debt,Percent of GDP,22.64,Units,See notes for:  General government gross debt (National currency).
2017,2022,Cambodia,"Gross domestic product corresponding to fiscal year, current prices",National currency,118907.47,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2017,2022,Cambodia,Current account balance,U.S. dollars,-1.76,Billions,"Source: Central Bank Latest actual data: 2023 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2017,2022,Cambodia,Current account balance,Percent of GDP,-5.98,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."
2018,2022,Cambodia,"Gross domestic product, constant prices",National currency,121026.15,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2018,2022,Cambodia,"Gross domestic product, constant prices",Percent change,8.78,Units,"See notes for:  Gross domestic product, constant prices (National currency)."
2018,2022,Cambodia,"Gross domestic product, current prices",National currency,134279.54,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2018,2022,Cambodia,"Gross domestic product, current prices",U.S. dollars,33.18,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2018,2022,Cambodia,"Gross domestic product, current prices",Purchasing power parity; international dollars,91.41,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2018,2022,Cambodia,"Gross domestic product, deflator",Index,110.95,Units,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."
2018,2022,Cambodia,"Gross domestic product per capita, constant prices",National currency,7649518.67,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2018,2022,Cambodia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,6223.88,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2018,2022,Cambodia,"Gross domestic product per capita, current prices",National currency,8487205.87,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
